Certificate of Inspection,Inspection Number,Date of Occurance,Business Unique ID,Business Name,DBA Trade Name,Business Category,Inspection type,Device Category,Device Class,Device Type,Devices Inspected,Devices Approved,Devices Condemned/Confiscated,Address Type,Building Number,Street Name,Street Name 2,Unit Type,Unit,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Latitude,Longitude
A0205742,INS-000816894,12/31/2024,BA-1110197-2022,"BROADWAY NORDIC CLEANERS, INC.",,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,3656,BROADWAY,,,,NEW YORK,NY,10031,Manhattan,109,07,1062168,1020820059,MN04,40.83012638,-73.94774149
A0205706,INS-000816819,12/31/2024,BA-1484437-2022,WAWEL MEATS & DELI LLC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,6833,FRESH POND RD,,,,RIDGEWOOD,NY,11385,Queens,405,30,4088006,4036250017,QN20,40.70448913,-73.89593962
A0206121,INS-000817530,01/03/2025,BA-1545739-2022,TREMONT FOOD CORP.,KEY FOOD #1327,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,Complete Address,2722,E TREMONT AVE,,,,BRONX,NY,10461,Bronx,210,18,2041966,2039880034,BX37,40.84242939,-73.84515066
A0205487,INS-000816279,12/27/2024,BA-1717443-2024,AKOTA TWO CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,560,W 235TH ST,,,,BRONX,NY,10463,Bronx,208,11,2084102,2057870158,BX29,40.88568341,-73.91012934
A0207891,INS-000820898,01/16/2025,BA-992605-2022,"700 FOOTHILL FOOD CO., LLC",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,Complete Address,11411,LEFFERTS BLVD,,,,SOUTH OZONE PARK,NY,11420,Queens,410,28,4251284,4116460053,QN55,40.67836444,-73.8202982
A0206366,INS-000818021,01/06/2025,BA-1714709-2024,PENTHOUSE GOLD BUYERS INC,,Secondhand Dealer [General] - 006,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,Complete Address,1200,6TH AVE,,FL,7,NEW YORK,NY,10036,Manhattan,105,04,1034470,1012630001,MN17,40.75811233,-73.98171738
A0208289,INS-000821880,01/22/2025,BA-1199849-2022,FAITH ENERGY INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,644,BUSHWICK AVE,,,,BROOKLYN,NY,11221,Brooklyn,304,34,3072435,3031820018,BK78,40.69769865,-73.93298
A0207530,INS-000820283,01/15/2025,BA-1487336-2022,SARILING ATIN INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,8912,QUEENS BLVD,,,,ELMHURST,NY,11373,Queens,404,30,4312057,4028550016,,40.73462689,-73.87422453
A0208759,INS-000822630,01/24/2025,BA-1715951-2024,"A & A QUEENS DELI DELUXE, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,18707,LINDEN BLVD,,,,SAINT ALBANS,NY,11412,Queens,412,27,4221038,4103800032,QN08,40.6920384,-73.76514676
A0207650,INS-000820486,01/15/2025,BA-1639547-2023,E&W FOOD CORP.,CENTRAL MARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,Complete Address,50,DIVISION AVE,,,,BROOKLYN,NY,11249,Brooklyn,301,34,3323168,3021660001,BK72,40.70709223,-73.96673776
A0208147,INS-000821508,01/17/2025,BA-1716498-2024,GOLD KING BUYERS LLC,,Secondhand Dealer [General] - 006,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,Complete Address,580,5TH AVE,,STE,1221,NEW YORK,NY,10036,Manhattan,105,04,1034484,1012630034,MN17,40.75695908,-73.97902499
A0206505,INS-000818330,01/07/2025,BA-1693253-2024,124 LIBERTY LLC,APNA BAZAR FARMERS MARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,Complete Address,12416,LIBERTY AVE,,,,SOUTH RICHMOND HILL,NY,11419,Queens,410,28,4537947,4095780007,QN55,40.68786631,-73.81994086
A0206265,INS-000817781,01/03/2025,BA-1222448-2022,CHORIZOS MEATS CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,Complete Address,5822,5TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,307,38,3016012,3008550045,BK32,40.64045838,-74.01516601
A0207659,INS-000820499,01/15/2025,BA-1433942-2022,"NAMDOR, INC.",GRISTEDES #517,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,Complete Address,3,SHERIDAN SQ,,,,NEW YORK,NY,10014,Manhattan,102,03,1010188,1005910026,MN23,40.73291696,-74.00220102
A0207189,INS-000819718,01/13/2025,BA-1122037-2022,1165 FUEL CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,3,3,0,Complete Address,1165,OGDEN AVE,,,,BRONX,NY,10452,Bronx,204,16,2003511,2025280035,BX26,40.83712512,-73.92701758
A0206727,INS-000817920,01/09/2025,BA-1536168-2022,SACK A SUDS II INC.,,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,1443,CROSBY AVE,,,,BRONX,NY,10461,Bronx,210,13,2091368,2053920010,BX52,40.84131544,-73.82984746
A0206952,INS-000819206,01/10/2025,BA-1209213-2022,"EZ LAUNDRY OF PARK SLOPE, INC.",,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,530,4 AVENUE,,,,BROOKLYN,NY,11215,Brooklyn,306,38,3023623,3010400039,BK37,40.66725087,-73.99131632
A0208435,INS-000822118,01/22/2025,BA-1719472-2025,KING OF FLATBUSH INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,1256,FLATBUSH AVE,,,,BROOKLYN,NY,11226,Brooklyn,314,40,3120304,3052090020,BK42,40.63975062,-73.954906
A0208507,INS-000822252,01/23/2025,BA-1427112-2022,NEW ERA FOODS ONE INC.,C- TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,Complete Address,668,CRESCENT AVE,,,,BRONX,NY,10458,Bronx,206,15,2012487,2030880022,BX06,40.8542131,-73.88572486
A0208638,INS-000822461,01/23/2025,BA-1278770-2022,GREENE HILL GARDEN CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,Complete Address,375,MYRTLE AVE,,,,BROOKLYN,NY,11205,Brooklyn,302,35,3391941,3020457501,BK68,40.69319117,-73.97114051
A0206811,INS-000818932,01/09/2025,BA-1537337-2022,WHOLE FOODS MARKET GROUP INC,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,27,27,0,Complete Address,1095,AVENUE OF THE AMERICAS,,,,NEW YORK,NY,10036,Manhattan,105,04,1087119,1009947501,MN17,40.75468726,-73.9842413
A0207623,INS-000820448,01/15/2025,BA-1321745-2022,HEMAN INC.,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,720,NEW YORK AVE,,,,BROOKLYN,NY,11203,Brooklyn,309,40,3107743,3048280036,BK60,40.65631214,-73.94725774
A0205448,INS-000816202,12/27/2024,BA-1412912-2022,NATURAL FOOD LAND LLC,EXQUISITE FOOD LAND,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,Complete Address,409,BRIGHTON BEACH AVE,,,,BROOKLYN,NY,11235,Brooklyn,313,48,3244838,3086740071,BK19,40.57726279,-73.963091
A0205561,INS-000816527,12/30/2024,BA-1545133-2022,SPRAGUE OPERATING RESOURCES LLC,,Fuel Oil Dealer - 814,WAM - Petroleum,Fuel Oil,Fuel Oil Meter Test,Petrol Meter Type B,1,1,0,Complete Address,245,MESEROLE AVE,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3065442,3026040001,BK76,40.72923191,-73.94616813
A0206925,INS-000819168,01/10/2025,BA-1115495-2022,532 FOURTH AVENUE GROCERY-DELI CORP.,REYES DELI & GROCERY,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,532,4TH AVE,,,,BROOKLYN,NY,11215,Brooklyn,306,38,3023624,3010400041,BK37,40.66720421,-73.99135598
A0205636,INS-000816709,12/31/2024,BA-1604386-2023,YOUNGS FOOD MARKET INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,Complete Address,87-74,PARSONS BOULEVARD,,,,JAMAICA,NY,11432,Queens,412,27,4208930,4097630033,QN35,40.70731747,-73.80256819
A0207953,INS-000821040,01/16/2025,BA-1117677-2022,560 GROCERY & FOOD CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,560,REMSEN AVE,,,,BROOKLYN,NY,11236,Brooklyn,317,41,3102464,3046860001,BK96,40.65295887,-73.92016619
A0205931,INS-000817215,01/02/2025,BA-1459916-2022,R & M GAS INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,594,JAMAICA AVE,,,,BROOKLYN,NY,11208,Brooklyn,305,37,3086478,3039040001,BK83,40.68544071,-73.8820118
A0206335,INS-000817961,01/06/2025,BA-1583975-2023,SUNRISE TRUCK PARTS INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,2,2,0,Complete Address,8719,ROCKAWAY BLVD,,,,OZONE PARK,NY,11416,Queens,409,32,4188351,4090600025,QN53,40.68274181,-73.85275415
A0207812,INS-000820736,01/16/2025,BA-1719075-2025,STAR DELI GOURMET INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,260,UTICA AVE,,,,BROOKLYN,NY,11213,Brooklyn,308,35,3037334,3013900040,BK61,40.66962947,-73.9310544
A0208417,INS-000822087,01/22/2025,BA-1548397-2022,SUNAC FOOD CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,Complete Address,440,UNION AVE,,,,BROOKLYN,NY,11211,Brooklyn,301,34,3068770,3027610006,BK73,40.7134931,-73.95152668
A0206529,INS-000818370,01/07/2025,BA-1684176-2024,CENTURY PETROLEUM LTD.,,Fuel Oil Dealer - 814,WAM - Petroleum,Fuel Oil,Fuel Oil Meter Test,Petrol Meter Type A,1,1,0,Complete Address,245,MESEROLE AVE,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3065442,3026040001,BK76,40.72923191,-73.94616813
A0205407,INS-000815961,12/27/2024,BA-1232170-2022,CONDUIT SERVICES INC.,,Gas Station-Retail - 815,WAM - Other,Gas Station,Gas Pumps,Petrol Pump Single,2,2,0,Complete Address,13011,N CONDUIT AVE,,,,SOUTH OZONE PARK,NY,11420,Queens,410,28,4257406,4118640013,QN55,40.66707497,-73.80993272
A0205653,INS-000816733,12/31/2024,BA-1442880-2022,"NAMDOR, INC.",GRISTEDE'S STORE,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,Complete Address,1208,1ST AVE,,,,NEW YORK,NY,10065,Manhattan,108,05,1045391,1014600001,MN31,40.76356306,-73.95908185
A0206872,INS-000819050,01/09/2025,BA-1111141-2022,515 DELI CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,515,2 AVENUE,,,,NEW YORK,NY,10016,Manhattan,106,02,1019900,1009097501,MN20,40.74145935,-73.97831174
A0207840,INS-000820807,01/16/2025,BA-1433425-2022,MP LORRAINE CORP.,ASSOCIATED,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,7,7,0,Complete Address,58,LORRAINE ST,,,,BROOKLYN,NY,11231,Brooklyn,306,38,3008668,3005800005,BK33,40.67452736,-74.0073904
A0208053,INS-000821276,01/17/2025,BA-1610873-2023,ISLAND OF GOLD SUPERMARKET INC,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,14,14,0,Complete Address,19525,69TH AVE,,,,FRESH MEADOWS,NY,11365,Queens,408,23,4439391,4071170007,QN41,40.73694632,-73.77796451
A0206311,INS-000817928,01/06/2025,BA-1595077-2023,Cooper Gas & Lube LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,2,2,0,Complete Address,7338,COOPER AVE,,,,GLENDALE,NY,11385,Queens,405,32,4092644,4038110058,QN19,40.70565284,-73.87643965
A0205233,INS-000815808,12/26/2024,BA-1336193-2022,"GRISTEDE'S FOODS, INC.",GRISTEDE'S #508,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,Complete Address,101,CLARK ST,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3001727,3002320001,BK09,40.69728424,-73.99230414
A0205345,INS-000816021,12/26/2024,BA-1215416-2022,CHIVO MEAT CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,13,13,0,Complete Address,720,WASHINGTON AVE,,,,BROOKLYN,NY,11238,Brooklyn,308,35,3028878,3011600037,BK64,40.67630591,-73.96349404
A0207586,INS-000820378,01/15/2025,BA-1718977-2025,"BROOKLYN DELI 18, LLC",,Restaurant - 818,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,1077,BRIGHTON BEACH AVE,,,,BROOKLYN,NY,11235,Brooklyn,313,48,3245595,3087150028,BK19,40.57816112,-73.9574099
A0205663,INS-000816692,12/31/2024,BA-1334667-2022,Lukoil North America LLC,,Gas Station-Retail - 815,WAM - Other,Gas Station,Gas Pumps,Petrol Pump Blend,4,4,0,Complete Address,9616,FLATLANDS AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,46,3230108,3082040042,BK50,40.6432743,-73.90124919
A0208550,INS-000822326,01/23/2025,BA-1003304-2022,A.S. Fulton Food Corp.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,Complete Address,1299,FULTON ST,,,,BROOKLYN,NY,11216,Brooklyn,303,36,3053257,3018490053,BK75,40.68037369,-73.94911712
A0206854,INS-000819014,01/09/2025,BA-1716578-2024,SHUN FA SEAFOOD MARKET INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,Complete Address,5724,8TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,307,43,3015890,3008500047,BK34,40.63701989,-74.00798435
A0205246,INS-000815827,12/26/2024,BA-1660697-2023,"MASTERS-SONS, INC.",LAUNDRY LAND,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,3225,BEACH CHANNEL DR,,,,FAR ROCKAWAY,NY,11691,Queens,414,31,4300870,4157470001,QN12,40.59839179,-73.76662486
A0207271,INS-000819813,01/14/2025,BA-1444218-2022,OURI'S MARKET INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,427,AVENUE U,,,,BROOKLYN,NY,11223,Brooklyn,315,44,3191789,3071060038,BK25,40.59753742,-73.96824351
A0208479,INS-000822219,01/23/2025,BA-1196499-2022,FIREHOUSE DELI AND GRILL INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,177,WILSON AVE,,,,BROOKLYN,NY,11237,Brooklyn,304,37,3073551,3032350001,BK77,40.69969671,-73.92393666
A0208209,INS-000821677,01/21/2025,BA-1198569-2022,FRESH MARKET GOURMET DELI CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,974,MANHATTAN AVE,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3064313,3025330001,BK76,40.73247437,-73.95462315
A0206832,INS-000819094,01/09/2025,BA-1677975-2023,"AMH SUPERMARKET, LLC",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,Complete Address,14811,HILLSIDE AVE,,,,JAMAICA,NY,11435,Queens,408,24,4207425,4097040063,QN61,40.70617696,-73.8082126
A0205872,INS-000817111,01/02/2025,BA-1210314-2022,CITY GAS INC,55,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,4901,NORTHERN BLVD,,,,LONG ISLAND CITY,NY,11101,Queens,401,26,4013652,4007350006,QN70,40.75345084,-73.91339373
A0205670,INS-000816759,12/31/2024,BA-1191323-2022,DHY SONAMOO LLC,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,Complete Address,9530,CHURCH AVE,,,,BROOKLYN,NY,11212,Brooklyn,317,42,3103566,3047160050,BK96,40.65533289,-73.91600429
A0207272,INS-000819815,01/14/2025,BA-1526822-2022,THE STOP & SHOP SUPERMARKET COMPANY LLC,Stop & Shop Store # 2513,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,27,27,0,Complete Address,15601,CROSSBAY BLVD,,,,HOWARD BEACH,NY,11414,Queens,410,32,4448966,4141480001,QN57,40.66394371,-73.84104495
A0208737,INS-000822600,01/24/2025,BA-1709341-2024,MGB GOURMET DELI INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,15,MARCUS GARVEY BLVD,,,,BROOKLYN,NY,11206,Brooklyn,303,36,3337949,3015780001,BK78,40.69939124,-73.94131634
A0206943,INS-000819189,01/10/2025,BA-1506142-2022,SOHO GROCERY GRILL CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,37,JAMES ST,,,,NEW YORK,NY,10038,Manhattan,103,01,1001391,1001160047,MN27,40.7119827,-73.99871948
A0207085,INS-000819447,01/10/2025,BA-1506755-2022,YAFFA DELI & GROCERY CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,719,LYDIG AVE,,UNIT,A,BRONX,NY,10462,Bronx,211,13,2049402,2043180057,BX49,40.85448928,-73.86684773
A0208503,INS-000822247,01/23/2025,BA-1497840-2022,REVO FOOD CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,Complete Address,10802,OTIS AVE,,,,CORONA,NY,11368,Queens,404,21,4048288,4019620001,QN25,40.74122304,-73.85373278
A0208069,INS-000821302,01/17/2025,BA-1660016-2023,M & D 21 FOOD CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,Complete Address,4465,21ST ST,,,,LONG ISLAND CITY,NY,11101,Queens,402,26,4000665,4000780054,QN31,40.74781173,-73.94744154
A0208156,INS-000821519,01/17/2025,BA-1337980-2022,"LEUNG, CATHY",MAY LAUNDROMAT,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,1217,GRAVESEND NECK RD,,,,BROOKLYN,NY,11229,Brooklyn,315,48,3200644,3073730042,BK25,40.59428983,-73.95813056
A0207613,INS-000820424,01/15/2025,BA-1550726-2022,"TEN STAR DELI, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,299,MYRTLE AVE,,,,BROOKLYN,NY,11205,Brooklyn,302,35,3335246,3020400001,BK68,40.69337068,-73.97593654
A0207030,INS-000819357,01/10/2025,BA-1216412-2022,"F & H KOSHER SUPERMARKET, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,Complete Address,120,LEE AVE,,,,BROOKLYN,NY,11211,Brooklyn,301,33,3060332,3022050029,BK72,40.70406742,-73.9581085
A0207083,INS-000819443,01/10/2025,BA-1623734-2023,"37-54 MEAT & PRODUCE, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,Complete Address,3754,90TH ST,,,,JACKSON HEIGHTS,NY,11372,Queens,403,21,4036331,4014770034,QN28,40.74939632,-73.87667612
A0207877,INS-000820881,01/16/2025,BA-1121539-2022,BOLLA OPERATING CORP.,KINGS EMPIRE C-STORE,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,4,4,0,Complete Address,415,EMPIRE BLVD,,,,BROOKLYN,NY,11225,Brooklyn,309,35,3034557,3013090120,BK63,40.66407218,-73.94846272
A0206899,INS-000819096,01/09/2025,BA-1110472-2022,3412 V & F FOOD CORP.,C-TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,Complete Address,3412,34TH AVE,,,,ASTORIA,NY,11106,Queens,401,26,4009629,4006420030,QN70,40.7584542,-73.92467089
A0208714,INS-000822577,01/24/2025,BA-1455181-2022,MEXICANA DEL CAMPO A SU MESA INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,Complete Address,4009,NATIONAL ST,,,,CORONA,NY,11368,Queens,404,21,4048562,4019750038,QN26,40.74932036,-73.86289662
A0207968,INS-000821077,01/16/2025,BA-1508467-2022,VICTORY MART INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,3785,VICTORY BLVD,,STE,B,STATEN ISLAND,NY,10314,Staten Island,502,50,5042067,5027860029,SI05,40.59730748,-74.18176663
A0206509,INS-000818336,01/07/2025,BA-1108157-2022,A J MELROSE INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,871,MELROSE AVE,,,,BRONX,NY,10451,Bronx,203,17,2001788,2024070018,BX35,40.82410338,-73.91389795
A0205783,INS-000816962,12/31/2024,BA-1514804-2022,REMSEN MEAT & PRODUCE CORP,FOOD UNIVERSE,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,Complete Address,405,REMSEN AVE,,,,BROOKLYN,NY,11212,Brooklyn,317,41,3101678,3046650001,BK96,40.6557579,-73.92325153
A0208760,INS-000822631,01/24/2025,BA-1133950-2022,F & J FUEL CORP,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,4,4,0,Complete Address,1601,86TH ST,,,,BROOKLYN,NY,11214,Brooklyn,311,47,3165672,3063420001,BK27,40.61025276,-74.00692228
A0205276,INS-000815886,12/26/2024,BA-1105317-2022,ALDI INC. (NEW YORK),,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,14,14,0,Complete Address,3785,NOSTRAND AVE,,,,BROOKLYN,NY,11235,Brooklyn,315,48,3204766,3074460001,BK17,40.59125983,-73.94010796
A0205879,INS-000817121,01/02/2025,BA-1558248-2022,YAPET CORP.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,4,4,0,Complete Address,1,EUCLID AVE,,,,BROOKLYN,NY,11208,Brooklyn,305,37,3090930,3041050030,BK83,40.68859302,-73.8754436
A0208773,INS-000822654,01/24/2025,BA-1089894-2022,ANJ ISLAND CORP,RAMESH KUMAR,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,2,2,0,Complete Address,1412,EASTERN PKWY,,,,BROOKLYN,NY,11233,Brooklyn,316,41,3379482,3014750035,BK79,40.66873144,-73.92171178
A0205683,INS-000816780,12/31/2024,BA-1000682-2022,"BAGEL WORKS, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,1229,1ST AVE,,,,NEW YORK,NY,10065,Manhattan,108,05,1044742,1014410025,MN31,40.76423536,-73.95861576
A0208324,INS-000821957,01/22/2025,BA-1108449-2022,180 3RD AVE LLC - 7484 WESTSIDE MARKET LLC,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,14,14,0,Complete Address,180,3 AVENUE,,,,NEW YORK,NY,10003,Manhattan,106,02,1017822,1008720035,MN21,40.73502684,-73.98593105
A0208780,INS-000822665,01/24/2025,BA-1509909-2022,UTICA MEAT & PRODUCE CORP.,C TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,Complete Address,330,UTICA AVE,,,,BROOKLYN,NY,11213,Brooklyn,309,35,3037943,3014080040,BK61,40.66669273,-73.93133499
A0206470,INS-000818262,01/07/2025,BA-1321111-2022,LONG XING TRADING CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,Complete Address,6501A,BAY PKWY,,,,BROOKLYN,NY,11204,Brooklyn,311,43,3173309,3065787501,BK29,40.61379226,-73.98147597
A0207918,INS-000820958,01/16/2025,BA-1684645-2024,"74-84 WESTSIDE MARKET, LLC",WESTSIDE MARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,22,22,0,Complete Address,84,3RD AVE,,,,NEW YORK,NY,10003,Manhattan,103,02,1088780,1005567502,MN22,40.73182671,-73.98826261
A0205869,INS-000817107,01/02/2025,BA-1546015-2022,"WEST 53RD GOURMET, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,Complete Address,1301,AVENUE OF THE AMERICAS,,,,NEW YORK,NY,10019,Manhattan,105,04,1023161,1010050029,MN17,40.7612437,-73.97945681
A0208550,INS-000822326,01/23/2025,BA-1003304-2022,A.S. Fulton Food Corp.,,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,Complete Address,1299,FULTON ST,,,,BROOKLYN,NY,11216,Brooklyn,303,36,3053257,3018490053,BK75,40.68037369,-73.94911712
A0207466,INS-000820171,01/14/2025,BA-991141-2022,AD HALAL MEAT CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,13004,101ST AVE,,,,SOUTH RICHMOND HILL,NY,11419,Queens,409,29,4201013,4094980002,QN54,40.69252763,-73.81689918
A0205669,INS-000816691,12/31/2024,BA-1101037-2022,BOLLA OPERATING CORP.,KINGS LINDE MOBIL,Gas Station-Retail - 815,WAM - Other,Gas Station,Gas Pumps,Petrol Pump Single,7,7,0,Complete Address,1935,LINDEN BLVD,,,,BROOKLYN,NY,11207,Brooklyn,305,42,3097294,3043220024,BK82,40.65848474,-73.89085375
A0207189,INS-000819718,01/13/2025,BA-1122037-2022,1165 FUEL CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,1165,OGDEN AVE,,,,BRONX,NY,10452,Bronx,204,16,2003511,2025280035,BX26,40.83712512,-73.92701758
